tenant_id,portal_id,tenant_name,tenant_type,is_dev,is_template,is_client
9537,9537,Comments ISO A bcf33e9c,CLIENT,False,False,True
9538,9538,Comments ISO B 608666c9,CLIENT,False,False,True
9539,9539,Comments ISO A c58c8ced,CLIENT,False,False,True
9540,9540,Comments ISO B 80bca08a,CLIENT,False,False,True
9541,9541,Comments ISO A 19d6a482,CLIENT,False,False,True
9542,9542,Comments ISO B 015f24ca,CLIENT,False,False,True
9543,9543,Comments ISO A f90de1b6,CLIENT,False,False,True
9544,9544,Comments ISO B dafda19d,CLIENT,False,False,True
9545,9545,Comments ISO A f5d84d7a,CLIENT,False,False,True
9546,9546,Comments ISO B f757faf8,CLIENT,False,False,True
9547,9547,Comments ISO A 72f22aab,CLIENT,False,False,True
9548,9548,Comments ISO B f7205359,CLIENT,False,False,True
9549,9549,Comments ISO A d2502464,CLIENT,False,False,True
9550,9550,Comments ISO B 136d557d,CLIENT,False,False,True
9551,9551,Notes ISO A 93dfb0ef,CLIENT,False,False,True
9552,9552,Notes ISO B 64d4b6f8,CLIENT,False,False,True
9553,9553,Notes ISO A 8d074200,CLIENT,False,False,True
9554,9554,Notes ISO B 1eac25fa,CLIENT,False,False,True
9555,9555,Notes ISO A 095a935d,CLIENT,False,False,True
9556,9556,Notes ISO B eae4e55b,CLIENT,False,False,True
9557,9557,Notes ISO A e00fbd92,CLIENT,False,False,True
9558,9558,Notes ISO B cd68d88e,CLIENT,False,False,True
9559,9559,Notes ISO A 2a54a3bf,CLIENT,False,False,True
9560,9560,Notes ISO B 65290dbe,CLIENT,False,False,True
9561,9561,Notes ISO A b6f0756d,CLIENT,False,False,True
9562,9562,Notes ISO B 229432e8,CLIENT,False,False,True
9563,9563,Notes ISO A 13de7320,CLIENT,False,False,True
9564,9564,Notes ISO B 05922ddc,CLIENT,False,False,True
9565,9565,Notes ISO A 1f02bf96,CLIENT,False,False,True
9566,9566,Notes ISO B fc7e7c91,CLIENT,False,False,True
9567,9567,Notes ISO A 70c57e6d,CLIENT,False,False,True
9568,9568,Notes ISO B 844498e2,CLIENT,False,False,True
9661,9661,Notifications ISO A f35cc8d6,CLIENT,False,False,True
9662,9662,Notifications ISO B 83772d80,CLIENT,False,False,True
9663,9663,Notifications ISO A 695478af,CLIENT,False,False,True
9664,9664,Notifications ISO B 85c84a8e,CLIENT,False,False,True
9665,9665,Notifications ISO A 894ee3d0,CLIENT,False,False,True
9666,9666,Notifications ISO B 9bb37e6b,CLIENT,False,False,True
9667,9667,Notifications ISO A 230e84e0,CLIENT,False,False,True
9668,9668,Notifications ISO B 6a1e1de2,CLIENT,False,False,True
9669,9669,Notifications ISO A c3589ee7,CLIENT,False,False,True
9670,9670,Notifications ISO B afe5df7e,CLIENT,False,False,True
9671,9671,Notifications ISO A 05171f45,CLIENT,False,False,True
9672,9672,Notifications ISO B 2b9c8ba4,CLIENT,False,False,True
9673,9673,Notifications ISO A 0b59139a,CLIENT,False,False,True
9674,9674,Notifications ISO B ac093d54,CLIENT,False,False,True
9675,9675,Notifications ISO A 978c7aff,CLIENT,False,False,True
9676,9676,Notifications ISO B 6e1e0761,CLIENT,False,False,True
9751,9751,Checklists ISO A f8cbdb45,CLIENT,False,False,True
9752,9752,Checklists ISO B b5aba0c1,CLIENT,False,False,True
9753,9753,Checklists ISO A 36bca9b2,CLIENT,False,False,True
9754,9754,Checklists ISO B ddcbb368,CLIENT,False,False,True
9755,9755,Checklists ISO A 7c4e8928,CLIENT,False,False,True
9756,9756,Checklists ISO B b630b673,CLIENT,False,False,True
9757,9757,Checklists ISO A 12408000,CLIENT,False,False,True
9758,9758,Checklists ISO B ea470f3e,CLIENT,False,False,True
9759,9759,Checklists ISO A 2c2b2a3a,CLIENT,False,False,True
9760,9760,Checklists ISO B b095e3c4,CLIENT,False,False,True
9761,9761,Checklists ISO A 433e77dd,CLIENT,False,False,True
9762,9762,Checklists ISO B 23872073,CLIENT,False,False,True
9763,9763,Checklists ISO A eec16aea,CLIENT,False,False,True
9764,9764,Checklists ISO B 61d0e000,CLIENT,False,False,True
9765,9765,Checklists ISO A bf74981b,CLIENT,False,False,True
9766,9766,Checklists ISO B 4568e97b,CLIENT,False,False,True
9767,9767,Checklists ISO A 15bb4b7d,CLIENT,False,False,True
9768,9768,Checklists ISO B 21852b47,CLIENT,False,False,True
9769,9769,Checklists ISO A e76a6a16,CLIENT,False,False,True
9770,9770,Checklists ISO B fc9a234e,CLIENT,False,False,True
9771,9771,Checklists ISO A 99c884d0,CLIENT,False,False,True
9772,9772,Checklists ISO B 2bafbfb2,CLIENT,False,False,True
88001,88001,Chat ISO A 89b70c64,CLIENT,False,False,True
88002,88002,Chat ISO B 83d3a25a,CLIENT,False,False,True
88003,88003,Chat ISO A 6df3d6fd,CLIENT,False,False,True
88004,88004,Chat ISO B c3e89492,CLIENT,False,False,True
88005,88005,Chat ISO A 533ab37f,CLIENT,False,False,True
88006,88006,Chat ISO B edea69e4,CLIENT,False,False,True
88007,88007,Chat ISO B 4d459e7b,CLIENT,False,False,True
88008,88008,Chat ISO A 1370e6dc,CLIENT,False,False,True
88009,88009,Chat ISO B d7c87959,CLIENT,False,False,True
88010,88010,Chat ISO B bba0be27,CLIENT,False,False,True
88011,88011,Chat ISO A 2c018a16,CLIENT,False,False,True
88012,88012,Chat ISO B cc3b2585,CLIENT,False,False,True
88013,88013,Chat ISO B 73791196,CLIENT,False,False,True
88014,88014,Chat ISO A 761faaf7,CLIENT,False,False,True
88015,88015,Chat ISO B 81e42eb1,CLIENT,False,False,True
88016,88016,Chat ISO B 74c3fa73,CLIENT,False,False,True
88017,88017,Chat ISO B 85323ad0,CLIENT,False,False,True
88018,88018,Chat ISO B 9b8dd91b,CLIENT,False,False,True
88019,88019,Chat ISO B dffd30ed,CLIENT,False,False,True
89001,89001,Calendar ISO A fa0bfa2b,CLIENT,False,False,True
89002,89002,Calendar ISO B 9fa4270a,CLIENT,False,False,True
89003,89003,Calendar ISO B a465eaae,CLIENT,False,False,True
89004,89004,Calendar ISO A a5c39b10,CLIENT,False,False,True
89005,89005,Calendar ISO B 451ead3f,CLIENT,False,False,True
89006,89006,Calendar ISO A 6396632d,CLIENT,False,False,True
89007,89007,Calendar ISO B 510e787b,CLIENT,False,False,True
89008,89008,Calendar ISO B 029fb2c0,CLIENT,False,False,True
89009,89009,Calendar ISO B 9fa6c0ce,CLIENT,False,False,True
89010,89010,Calendar ISO B be613f9b,CLIENT,False,False,True
89011,89011,Calendar ISO B 4359da34,CLIENT,False,False,True
